Series,Year,Deaths
70+ years old,2017,78
70+ years old,2018,80
70+ years old,2019,81
70+ years old,1990,0
70+ years old,1991,0
70+ years old,1992,0
70+ years old,1993,0
70+ years old,1994,0
70+ years old,1995,0
70+ years old,1996,0
70+ years old,1997,0
70+ years old,1998,0
70+ years old,1999,0
70+ years old,2000,0
70+ years old,2001,0
70+ years old,2002,0
70+ years old,2003,0
70+ years old,2004,0
70+ years old,2005,0
70+ years old,2006,0
70+ years old,2007,0
70+ years old,2008,0
70+ years old,2009,0
70+ years old,2010,0
70+ years old,2011,0
70+ years old,2012,0
70+ years old,2013,0
70+ years old,2014,0
70+ years old,2015,0
70+ years old,2016,0
70+ years old,2017,0
70+ years old,2018,0
70+ years old,2019,0
70+ years old,1990,11
70+ years old,1991,11
70+ years old,1992,10
70+ years old,1993,9
70+ years old,1994,9
70+ years old,1995,8
70+ years old,1996,8
70+ years old,1997,8
70+ years old,1998,8
70+ years old,1999,7
70+ years old,2000,7
70+ years old,2001,7
70+ years old,2002,7
70+ years old,2003,8
70+ years old,2004,9
70+ years old,2005,8
70+ years old,2006,9
70+ years old,2007,8
70+ years old,2008,9
70+ years old,2009,9
70+ years old,2010,11
70+ years old,2011,11
70+ years old,2012,12
70+ years old,2013,12
70+ years old,2014,12
70+ years old,2015,13
70+ years old,2016,13
70+ years old,2017,14
70+ years old,2018,14
70+ years old,2019,15
70+ years old,1990,93
70+ years old,1991,97
70+ years old,1992,102
70+ years old,1993,106
70+ years old,1994,111
70+ years old,1995,116
70+ years old,1996,119
70+ years old,1997,120
70+ years old,1998,122
70+ years old,1999,123
70+ years old,2000,127
70+ years old,2001,126
70+ years old,2002,128
70+ years old,2003,127
70+ years old,2004,129
70+ years old,2005,131
70+ years old,2006,135
70+ years old,2007,134
70+ years old,2008,138
70+ years old,2009,139
70+ years old,2010,141
70+ years old,2011,143
70+ years old,2012,144
70+ years old,2013,145
70+ years old,2014,143
70+ years old,2015,145
70+ years old,2016,141
70+ years old,2017,140
70+ years old,2018,139
70+ years old,2019,139
70+ years old,1990,0
70+ years old,1991,0
70+ years old,1992,0
70+ years old,1993,0
70+ years old,1994,0
70+ years old,1995,0
70+ years old,1996,0
70+ years old,1997,0
70+ years old,1998,0
70+ years old,1999,0
70+ years old,2000,0
70+ years old,2001,0
70+ years old,2002,0
70+ years old,2003,0
70+ years old,2004,0
70+ years old,2005,0
70+ years old,2006,0
70+ years old,2007,0
70+ years old,2008,0
70+ years old,2009,0
70+ years old,2010,0
70+ years old,2011,0
70+ years old,2012,0
70+ years old,2013,0
70+ years old,2014,0
70+ years old,2015,0
70+ years old,2016,0
70+ years old,2017,0
70+ years old,2018,0
70+ years old,2019,0
70+ years old,1990,24
70+ years old,1991,26
70+ years old,1992,29
70+ years old,1993,32
70+ years old,1994,34
70+ years old,1995,35
70+ years old,1996,36
70+ years old,1997,35
70+ years old,1998,33
70+ years old,1999,32
70+ years old,2000,29
70+ years old,2001,27
70+ years old,2002,25
70+ years old,2003,26
70+ years old,2004,27
70+ years old,2005,27
70+ years old,2006,26
70+ years old,2007,26
70+ years old,2008,27
70+ years old,2009,28
70+ years old,2010,29
70+ years old,2011,29
70+ years old,2012,30
70+ years old,2013,31
70+ years old,2014,32
70+ years old,2015,33
70+ years old,2016,34
70+ years old,2017,35
70+ years old,2018,36
70+ years old,2019,35
70+ years old,1990,3
70+ years old,1991,3
70+ years old,1992,3
70+ years old,1993,3
70+ years old,1994,3
70+ years old,1995,3
70+ years old,1996,3
70+ years old,1997,3
70+ years old,1998,3
70+ years old,1999,3
70+ years old,2000,3
70+ years old,2001,3
70+ years old,2002,3
70+ years old,2003,3
70+ years old,2004,3
70+ years old,2005,3
70+ years old,2006,4
70+ years old,2007,4
70+ years old,2008,4
70+ years old,2009,4
70+ years old,2010,5
70+ years old,2011,5
70+ years old,2012,5
70+ years old,2013,5
70+ years old,2014,5
70+ years old,2015,5
70+ years old,2016,6
70+ years old,2017,6
70+ years old,2018,6
70+ years old,2019,6
70+ years old,1990,4
70+ years old,1991,4
70+ years old,1992,4
70+ years old,1993,3
70+ years old,1994,4
70+ years old,1995,3
70+ years old,1996,3
70+ years old,1997,3
70+ years old,1998,3
70+ years old,1999,3
70+ years old,2000,4
70+ years old,2001,4
70+ years old,2002,5
70+ years old,2003,6
70+ years old,2004,7
70+ years old,2005,9
70+ years old,2006,11
70+ years old,2007,17
70+ years old,2008,22
70+ years old,2009,28
70+ years old,2010,36
70+ years old,2011,48
70+ years old,2012,61
70+ years old,2013,75
70+ years old,2014,88
70+ years old,2015,104
70+ years old,2016,112
70+ years old,2017,116
70+ years old,2018,103
70+ years old,2019,95
70+ years old,1990,614
70+ years old,1991,658
70+ years old,1992,705
70+ years old,1993,753
70+ years old,1994,813
70+ years old,1995,878
70+ years old,1996,965
70+ years old,1997,1032
70+ years old,1998,1116
70+ years old,1999,1196
70+ years old,2000,1275
70+ years old,2001,1330
70+ years old,2002,1353
70+ years old,2003,1375
70+ years old,2004,1377
70+ years old,2005,1382
70+ years old,2006,1404
70+ years old,2007,1416
70+ years old,2008,1434
70+ years old,2009,1439
70+ years old,2010,1434
70+ years old,2011,1418
70+ years old,2012,1385
70+ years old,2013,1332
70+ years old,2014,1272
70+ years old,2015,1218
70+ years old,2016,1167
70+ years old,2017,1131
70+ years old,2018,1114
70+ years old,2019,1108
70+ years old,1990,3
70+ years old,1991,4
70+ years old,1992,5
70+ years old,1993,6
70+ years old,1994,8
70+ years old,1995,11
70+ years old,1996,16
70+ years old,1997,19
70+ years old,1998,25
70+ years old,1999,36
70+ years old,2000,46
70+ years old,2001,56
70+ years old,2002,72
70+ years old,2003,75
70+ years old,2004,76
70+ years old,2005,74
70+ years old,2006,71
70+ years old,2007,66
70+ years old,2008,59
70+ years old,2009,56
70+ years old,2010,50
70+ years old,2011,44
70+ years old,2012,41
70+ years old,2013,40
70+ years old,2014,39
70+ years old,2015,39
70+ years old,2016,41
70+ years old,2017,43
70+ years old,2018,44
70+ years old,2019,45
70+ years old,1990,20
70+ years old,1991,20
70+ years old,1992,20
70+ years old,1993,20
70+ years old,1994,21
70+ years old,1995,22
70+ years old,1996,24
70+ years old,1997,25
70+ years old,1998,27
70+ years old,1999,26
70+ years old,2000,27
70+ years old,2001,27
70+ years old,2002,29
70+ years old,2003,29
70+ years old,2004,27
70+ years old,2005,29
70+ years old,2006,28
70+ years old,2007,30
70+ years old,2008,31
70+ years old,2009,31
70+ years old,2010,31
70+ years old,2011,33
70+ years old,2012,33
70+ years old,2013,32
70+ years old,2014,32
70+ years old,2015,35
70+ years old,2016,35
70+ years old,2017,34
70+ years old,2018,35
70+ years old,2019,36
70+ years old,1990,2
70+ years old,1991,2
70+ years old,1992,2
70+ years old,1993,2
70+ years old,1994,2
70+ years old,1995,2
70+ years old,1996,2
70+ years old,1997,2
70+ years old,1998,2
70+ years old,1999,2
70+ years old,2000,2
70+ years old,2001,2
70+ years old,2002,2
70+ years old,2003,2
70+ years old,2004,2
70+ years old,2005,1
70+ years old,2006,1
70+ years old,2007,1
70+ years old,2008,1
70+ years old,2009,1
70+ years old,2010,1
70+ years old,2011,1
70+ years old,2012,1
70+ years old,2013,1
70+ years old,2014,1
70+ years old,2015,1
70+ years old,2016,1
70+ years old,2017,1
70+ years old,2018,1
70+ years old,2019,1
70+ years old,1990,101
70+ years old,1991,98
70+ years old,1992,95
70+ years old,1993,93
70+ years old,1994,90
70+ years old,1995,89
70+ years old,1996,92
70+ years old,1997,94
70+ years old,1998,93
70+ years old,1999,96
70+ years old,2000,96
70+ years old,2001,95
70+ years old,2002,93
70+ years old,2003,99
70+ years old,2004,108
70+ years old,2005,111
70+ years old,2006,109
70+ years old,2007,110
70+ years old,2008,114
70+ years old,2009,120
70+ years old,2010,126
70+ years old,2011,128
70+ years old,2012,134
70+ years old,2013,143
70+ years old,2014,153
70+ years old,2015,164
70+ years old,2016,170
70+ years old,2017,175
70+ years old,2018,180
70+ years old,2019,186
70+ years old,1990,20969
70+ years old,1991,21365
70+ years old,1992,21095
70+ years old,1993,21403
70+ years old,1994,21514
70+ years old,1995,51600
70+ years old,1996,36861
70+ years old,1997,36466
70+ years old,1998,35898
70+ years old,1999,35800
70+ years old,2000,42513
70+ years old,2001,42691
70+ years old,2002,42825
70+ years old,2003,18967
70+ years old,2004,19021
70+ years old,2005,19328
70+ years old,2006,19509
70+ years old,2007,19711
70+ years old,2008,20632
70+ years old,2009,21627
70+ years old,2010,22985
70+ years old,2011,24127
70+ years old,2012,25000
70+ years old,2013,26070
70+ years old,2014,27457
70+ years old,2015,28704
70+ years old,2016,29625
70+ years old,2017,30293
70+ years old,2018,30358
70+ years old,2019,30611
70+ years old,1990,41
70+ years old,1991,38
70+ years old,1992,36
70+ years old,1993,35
70+ years old,1994,34
70+ years old,1995,33
70+ years old,1996,33
70+ years old,1997,33
70+ years old,1998,34
70+ years old,1999,35
70+ years old,2000,36
70+ years old,2001,37
70+ years old,2002,36
70+ years old,2003,35
70+ years old,2004,33
70+ years old,2005,31
70+ years old,2006,30
70+ years old,2007,28
70+ years old,2008,27
70+ years old,2009,26
70+ years old,2010,26
70+ years old,2011,26
70+ years old,2012,26
70+ years old,2013,26
70+ years old,2014,26
70+ years old,2015,26
70+ years old,2016,26
70+ years old,2017,27
70+ years old,2018,28
70+ years old,2019,28
70+ years old,1990,2198
70+ years old,1991,2167
70+ years old,1992,2108
70+ years old,1993,2103
70+ years old,1994,2039
70+ years old,1995,2054
70+ years old,1996,2029
70+ years old,1997,1990
70+ years old,1998,1977
70+ years old,1999,1946
70+ years old,2000,1900
70+ years old,2001,1884
70+ years old,2002,1882
70+ years old,2003,1869
70+ years old,2004,1852
70+ years old,2005,1824
70+ years old,2006,1793
70+ years old,2007,1777
70+ years old,2008,1788
70+ years old,2009,1778
70+ years old,2010,2145
70+ years old,2011,2171
70+ years old,2012,1788
70+ years old,2013,1782
70+ years old,2014,1810
70+ years old,2015,1842
70+ years old,2016,1873
70+ years old,2017,1888
70+ years old,2018,1901
70+ years old,2019,1924
70+ years old,1990,340
70+ years old,1991,363
70+ years old,1992,366
70+ years old,1993,369
70+ years old,1994,374
70+ years old,1995,382
70+ years old,1996,413
70+ years old,1997,410
70+ years old,1998,437
70+ years old,1999,455
70+ years old,2000,463
70+ years old,2001,439
70+ years old,2002,474
70+ years old,2003,477
70+ years old,2004,467
70+ years old,2005,462
70+ years old,2006,443
70+ years old,2007,421
70+ years old,2008,406
70+ years old,2009,388
70+ years old,2010,384
70+ years old,2011,374
70+ years old,2012,388
70+ years old,2013,407
70+ years old,2014,416
70+ years old,2015,405
70+ years old,2016,414
70+ years old,2017,424
70+ years old,2018,438
70+ years old,2019,438
70+ years old,1990,407
70+ years old,1991,405
70+ years old,1992,402
70+ years old,1993,419
70+ years old,1994,426
70+ years old,1995,426
70+ years old,1996,421
70+ years old,1997,425
70+ years old,1998,434
70+ years old,1999,428
70+ years old,2000,397
70+ years old,2001,414
70+ years old,2002,426
70+ years old,2003,452
70+ years old,2004,438
70+ years old,2005,419
70+ years old,2006,403
70+ years old,2007,395
70+ years old,2008,397
70+ years old,2009,397
70+ years old,2010,392
70+ years old,2011,387
70+ years old,2012,395
70+ years old,2013,375
70+ years old,2014,380
70+ years old,2015,392
70+ years old,2016,395
70+ years old,2017,382
70+ years old,2018,384
70+ years old,2019,389
70+ years old,1990,106
70+ years old,1991,106
70+ years old,1992,107
70+ years old,1993,108
70+ years old,1994,110
70+ years old,1995,107
70+ years old,1996,108
70+ years old,1997,115
70+ years old,1998,127
70+ years old,1999,125
70+ years old,2000,129
70+ years old,2001,134
70+ years old,2002,136
70+ years old,2003,147
70+ years old,2004,158
70+ years old,2005,164
70+ years old,2006,169
70+ years old,2007,172
70+ years old,2008,171
70+ years old,2009,180
70+ years old,2010,173
70+ years old,2011,175
70+ years old,2012,166
70+ years old,2013,175
70+ years old,2014,187
70+ years old,2015,189
70+ years old,2016,187
70+ years old,2017,190
70+ years old,2018,193
70+ years old,2019,197
70+ years old,1990,54
70+ years old,1991,54
70+ years old,1992,54
70+ years old,1993,54
70+ years old,1994,53
70+ years old,1995,53
70+ years old,1996,52
70+ years old,1997,53
70+ years old,1998,54
70+ years old,1999,55
70+ years old,2000,57
70+ years old,2001,62
70+ years old,2002,66
70+ years old,2003,67
70+ years old,2004,67
70+ years old,2005,68
70+ years old,2006,70
70+ years old,2007,71
70+ years old,2008,72
70+ years old,2009,72
70+ years old,2010,72
70+ years old,2011,73
70+ years old,2012,76
70+ years old,2013,75
70+ years old,2014,73
70+ years old,2015,72
70+ years old,2016,72
70+ years old,2017,72
70+ years old,2018,75
70+ years old,2019,77
70+ years old,1990,16
70+ years old,1991,16
70+ years old,1992,16
70+ years old,1993,16
70+ years old,1994,16
70+ years old,1995,16
70+ years old,1996,15
70+ years old,1997,13
70+ years old,1998,12
70+ years old,1999,11
70+ years old,2000,10
70+ years old,2001,10
70+ years old,2002,9
70+ years old,2003,8
70+ years old,2004,8
70+ years old,2005,8
70+ years old,2006,8
70+ years old,2007,8
70+ years old,2008,7
70+ years old,2009,7
70+ years old,2010,8
70+ years old,2011,8
70+ years old,2012,8
70+ years old,2013,8
70+ years old,2014,8
70+ years old,2015,8
70+ years old,2016,8
70+ years old,2017,9
70+ years old,2018,9
70+ years old,2019,9
70+ years old,1990,195
70+ years old,1991,174
70+ years old,1992,159
70+ years old,1993,157
70+ years old,1994,150
70+ years old,1995,148
70+ years old,1996,144
70+ years old,1997,136
70+ years old,1998,128
70+ years old,1999,129
70+ years old,2000,124
70+ years old,2001,121
70+ years old,2002,123
70+ years old,2003,124
70+ years old,2004,127
70+ years old,2005,127
70+ years old,2006,130
70+ years old,2007,130
70+ years old,2008,135
70+ years old,2009,140
70+ years old,2010,138
70+ years old,2011,145
70+ years old,2012,148
70+ years old,2013,144
70+ years old,2014,146
70+ years old,2015,149
70+ years old,2016,151
70+ years old,2017,154
70+ years old,2018,155
70+ years old,2019,154
70+ years old,1990,2
70+ years old,1991,1
70+ years old,1992,1
70+ years old,1993,1
70+ years old,1994,1
70+ years old,1995,1
70+ years old,1996,1
70+ years old,1997,1
70+ years old,1998,1
70+ years old,1999,1
70+ years old,2000,0
70+ years old,2001,0
70+ years old,2002,0
70+ years old,2003,0
70+ years old,2004,0
70+ years old,2005,0
70+ years old,2006,0
70+ years old,2007,0
70+ years old,2008,0
70+ years old,2009,0
70+ years old,2010,0
70+ years old,2011,0
70+ years old,2012,0
70+ years old,2013,0
70+ years old,2014,0
70+ years old,2015,0
70+ years old,2016,0
70+ years old,2017,0
70+ years old,2018,0
70+ years old,2019,0
70+ years old,1990,7
70+ years old,1991,7
70+ years old,1992,7
70+ years old,1993,7
70+ years old,1994,7
70+ years old,1995,7
70+ years old,1996,7
70+ years old,1997,7
70+ years old,1998,7
70+ years old,1999,7
70+ years old,2000,8
70+ years old,2001,8
70+ years old,2002,8
70+ years old,2003,8
70+ years old,2004,8
70+ years old,2005,8
70+ years old,2006,7
70+ years old,2007,7
70+ years old,2008,7
70+ years old,2009,7
70+ years old,2010,7
70+ years old,2011,7
70+ years old,2012,7
70+ years old,2013,7
70+ years old,2014,7
70+ years old,2015,7
70+ years old,2016,7
70+ years old,2017,8
70+ years old,2018,8
70+ years old,2019,8
70+ years old,1990,2714
70+ years old,1991,2795
70+ years old,1992,2909
70+ years old,1993,2994
70+ years old,1994,3051
70+ years old,1995,3092
70+ years old,1996,3094
70+ years old,1997,3096
70+ years old,1998,3138
70+ years old,1999,3155
70+ years old,2000,3116
70+ years old,2001,3047
70+ years old,2002,2951
70+ years old,2003,2843
70+ years old,2004,2728
70+ years old,2005,2622
70+ years old,2006,2497
70+ years old,2007,2335
70+ years old,2008,2168
70+ years old,2009,2033
70+ years old,2010,1981
70+ years old,2011,1971
70+ years old,2012,1953
70+ years old,2013,1931
70+ years old,2014,1902
70+ years old,2015,1892
70+ years old,2016,1881
70+ years old,2017,1888
70+ years old,2018,1873
70+ years old,2019,1865
70+ years old,1990,3013
70+ years old,1991,3095
70+ years old,1992,3199
70+ years old,1993,3307
70+ years old,1994,3393
70+ years old,1995,3536
70+ years old,1996,3654
70+ years old,1997,3763
70+ years old,1998,3870
70+ years old,1999,4020
70+ years old,2000,4186
70+ years old,2001,4324
70+ years old,2002,4515
70+ years old,2003,4727
70+ years old,2004,4645
70+ years old,2005,4765
70+ years old,2006,4901
70+ years old,2007,5090
70+ years old,2008,5337
70+ years old,2009,5545
70+ years old,2010,5753
70+ years old,2011,5964
70+ years old,2012,6272
70+ years old,2013,6467
70+ years old,2014,6622
70+ years old,2015,7010
70+ years old,2016,7225
70+ years old,2017,7415
70+ years old,2018,7586
70+ years old,2019,7757
70+ years old,1990,3018
70+ years old,1991,3101
70+ years old,1992,3206
70+ years old,1993,3313
70+ years old,1994,3399
70+ years old,1995,3543
70+ years old,1996,3663
70+ years old,1997,3774
70+ years old,1998,3884
70+ years old,1999,4037
70+ years old,2000,4204
70+ years old,2001,4343
70+ years old,2002,4535
70+ years old,2003,4749
70+ years old,2004,4666
70+ years old,2005,4786
